nome_da_imagem,categoria_detectada,acuracia
Grape___healthy_07c7232b-5cdb-4bab-9413-e0108a48526f___Mt.N.V_HL 8957_90deg.JPG,saudavel,0.8697
Grape___healthy_07c7232b-5cdb-4bab-9413-e0108a48526f___Mt.N.V_HL 8957_new30degFlipLR.JPG,saudavel,0.9476
Grape___healthy_07d28aaf-09ea-4223-9a65-88ef49e54924___Mt.N.V_HL 9121.JPG,saudavel,0.9562
Grape___healthy_07d28aaf-09ea-4223-9a65-88ef49e54924___Mt.N.V_HL 9121_180deg.JPG,saudavel,0.9642
Grape___healthy_07d28aaf-09ea-4223-9a65-88ef49e54924___Mt.N.V_HL 9121_270deg.JPG,saudavel,0.9735
Grape___healthy_07d28aaf-09ea-4223-9a65-88ef49e54924___Mt.N.V_HL 9121_new30degFlipLR.JPG,saudavel,0.9867
Grape___healthy_084c897b-172c-4263-8d46-c6a629449c60___Mt.N.V_HL 9045_180deg.JPG,saudavel,0.9897
Grape___healthy_084c897b-172c-4263-8d46-c6a629449c60___Mt.N.V_HL 9045_270deg.JPG,saudavel,0.9862
Grape___healthy_084c897b-172c-4263-8d46-c6a629449c60___Mt.N.V_HL 9045_90deg.JPG,saudavel,0.9564
Peach___healthy_017d3d86-12bf-4280-8929-10dcd504ac46___Rutg._HL 3671.JPG,saudavel,0.8599
Peach___healthy_017d3d86-12bf-4280-8929-10dcd504ac46___Rutg._HL 3671_180deg.JPG,saudavel,0.9702
Peach___healthy_017d3d86-12bf-4280-8929-10dcd504ac46___Rutg._HL 3671_270deg.JPG,saudavel,0.9253
Peach___healthy_017d3d86-12bf-4280-8929-10dcd504ac46___Rutg._HL 3671_90deg.JPG,saudavel,0.9617
Peach___healthy_017d3d86-12bf-4280-8929-10dcd504ac46___Rutg._HL 3671_newPixel25.JPG,saudavel,0.9625
Peach___healthy_02070622-2fd7-40d5-9470-27e513ea8a90___Rutg._HL 3636.JPG,saudavel,0.8558
Peach___healthy_02070622-2fd7-40d5-9470-27e513ea8a90___Rutg._HL 3636_180deg.JPG,saudavel,0.9422
Peach___healthy_02070622-2fd7-40d5-9470-27e513ea8a90___Rutg._HL 3636_90deg.JPG,saudavel,0.9417
Peach___healthy_02070622-2fd7-40d5-9470-27e513ea8a90___Rutg._HL 3636_new30degFlipLR.JPG,saudavel,0.9902
Peach___healthy_02070622-2fd7-40d5-9470-27e513ea8a90___Rutg._HL 3636_newPixel25.JPG,saudavel,0.966
Peach___healthy_026aa11e-3f67-4951-9533-3c6ceb4c3d59___Rutg._HL 2494.JPG,saudavel,0.9786
Peach___healthy_026aa11e-3f67-4951-9533-3c6ceb4c3d59___Rutg._HL 2494_180deg.JPG,saudavel,0.7238
Peach___healthy_026aa11e-3f67-4951-9533-3c6ceb4c3d59___Rutg._HL 2494_270deg.JPG,saudavel,0.6629
Peach___healthy_026aa11e-3f67-4951-9533-3c6ceb4c3d59___Rutg._HL 2494_90deg.JPG,saudavel,0.5512
Peach___healthy_026aa11e-3f67-4951-9533-3c6ceb4c3d59___Rutg._HL 2494_new30degFlipLR.JPG,saudavel,0.8427
Peach___healthy_027b10e5-2d2e-4eb4-9457-7cb45ab2fd17___Rutg._HL 3710_180deg.JPG,doente,0.6341
Peach___healthy_027b10e5-2d2e-4eb4-9457-7cb45ab2fd17___Rutg._HL 3710_270deg.JPG,saudavel,0.7594
Peach___healthy_027b10e5-2d2e-4eb4-9457-7cb45ab2fd17___Rutg._HL 3710_90deg.JPG,saudavel,0.5877
Peach___healthy_027b10e5-2d2e-4eb4-9457-7cb45ab2fd17___Rutg._HL 3710_new30degFlipLR.JPG,saudavel,0.8807
Peach___healthy_027b10e5-2d2e-4eb4-9457-7cb45ab2fd17___Rutg._HL 3710_newPixel25.JPG,saudavel,0.8277
Peach___healthy_02e47796-808b-449e-bbba-f6e0262fa589___Rutg._HL 3714_180deg.JPG,saudavel,0.9552
Peach___healthy_02e47796-808b-449e-bbba-f6e0262fa589___Rutg._HL 3714_270deg.JPG,saudavel,0.9334
Peach___healthy_02e47796-808b-449e-bbba-f6e0262fa589___Rutg._HL 3714_90deg.JPG,saudavel,0.6343
Peach___healthy_02e47796-808b-449e-bbba-f6e0262fa589___Rutg._HL 3714_new30degFlipLR.JPG,saudavel,0.9071
Peach___healthy_02e47796-808b-449e-bbba-f6e0262fa589___Rutg._HL 3714_newPixel25.JPG,saudavel,0.7876
Peach___healthy_0305b105-d0e7-4c3d-9a10-e9f0d7d3c4e0___Rutg._HL 3564.JPG,saudavel,0.9829
Peach___healthy_0305b105-d0e7-4c3d-9a10-e9f0d7d3c4e0___Rutg._HL 3564_90deg.JPG,saudavel,0.9617
Peach___healthy_0305b105-d0e7-4c3d-9a10-e9f0d7d3c4e0___Rutg._HL 3564_new30degFlipLR.JPG,saudavel,0.9859
Peach___healthy_0330bd7f-3401-4dd5-9462-5300a6e19b7c___Rutg._HL 3621.JPG,saudavel,0.9532
Peach___healthy_0330bd7f-3401-4dd5-9462-5300a6e19b7c___Rutg._HL 3621_180deg.JPG,saudavel,0.9459
Peach___healthy_0330bd7f-3401-4dd5-9462-5300a6e19b7c___Rutg._HL 3621_90deg.JPG,saudavel,0.9309
Peach___healthy_0330bd7f-3401-4dd5-9462-5300a6e19b7c___Rutg._HL 3621_new30degFlipLR.JPG,saudavel,0.9904
Peach___healthy_0330bd7f-3401-4dd5-9462-5300a6e19b7c___Rutg._HL 3621_newPixel25.JPG,saudavel,0.9312
Peach___healthy_03913ec4-36a4-4591-a3f5-33b1cc1a53a0___Rutg._HL 3663.JPG,saudavel,0.902
Peach___healthy_03913ec4-36a4-4591-a3f5-33b1cc1a53a0___Rutg._HL 3663_180deg.JPG,saudavel,0.7962
Peach___healthy_03913ec4-36a4-4591-a3f5-33b1cc1a53a0___Rutg._HL 3663_270deg.JPG,saudavel,0.7092
Peach___healthy_03913ec4-36a4-4591-a3f5-33b1cc1a53a0___Rutg._HL 3663_90deg.JPG,saudavel,0.9356
Peach___healthy_03913ec4-36a4-4591-a3f5-33b1cc1a53a0___Rutg._HL 3663_new30degFlipLR.JPG,saudavel,0.9639
Peach___healthy_03913ec4-36a4-4591-a3f5-33b1cc1a53a0___Rutg._HL 3663_newPixel25.JPG,doente,0.5366
Peach___healthy_04c14871-257f-4067-80f7-ecc5e50f42a4___Rutg._HL 3631.JPG,saudavel,0.9625
Peach___healthy_04c14871-257f-4067-80f7-ecc5e50f42a4___Rutg._HL 3631_180deg.JPG,saudavel,0.8639
Peach___healthy_04c14871-257f-4067-80f7-ecc5e50f42a4___Rutg._HL 3631_270deg.JPG,saudavel,0.9469
Peach___healthy_04c14871-257f-4067-80f7-ecc5e50f42a4___Rutg._HL 3631_90deg.JPG,saudavel,0.8303
Peach___healthy_04c14871-257f-4067-80f7-ecc5e50f42a4___Rutg._HL 3631_new30degFlipLR.JPG,saudavel,0.974
Peach___healthy_04c2f170-d421-473e-9131-c4aaa681a9d2___Rutg._HL 3724.JPG,saudavel,0.9425
Peach___healthy_04c2f170-d421-473e-9131-c4aaa681a9d2___Rutg._HL 3724_270deg.JPG,saudavel,0.9749
Peach___healthy_04c2f170-d421-473e-9131-c4aaa681a9d2___Rutg._HL 3724_90deg.JPG,saudavel,0.9664
Peach___healthy_04c2f170-d421-473e-9131-c4aaa681a9d2___Rutg._HL 3724_new30degFlipLR.JPG,saudavel,0.9952
Peach___healthy_0598c367-7200-4f61-af7b-eddb6bf99e55___Rutg._HL 3737_180deg.JPG,saudavel,0.8668
Peach___healthy_0598c367-7200-4f61-af7b-eddb6bf99e55___Rutg._HL 3737_270deg.JPG,saudavel,0.782
"Pepper,_bell___healthy_00208a93-7687-4e8c-b79e-3138687e0f38___JR_HL 7955.JPG",saudavel,0.9015
"Pepper,_bell___healthy_002f87b7-e1a5-49e5-a422-bb423630ded5___JR_HL 8068_180deg.JPG",doente,0.6673
"Pepper,_bell___healthy_002f87b7-e1a5-49e5-a422-bb423630ded5___JR_HL 8068_new30degFlipLR.JPG",saudavel,0.9849
"Pepper,_bell___healthy_002f87b7-e1a5-49e5-a422-bb423630ded5___JR_HL 8068_newPixel25.JPG",saudavel,0.7291
"Pepper,_bell___healthy_00726ad4-2569-46ce-9d4e-dbf82b14bd94___JR_HL 8686.JPG",saudavel,0.7568
"Pepper,_bell___healthy_0119205b-cfac-4322-be37-dcc401fcfa11___JR_HL 8527.JPG",saudavel,0.9595
"Pepper,_bell___healthy_0137d804-551d-4f78-88b4-d603056dd7e7___JR_HL 7719.JPG",saudavel,0.8397
"Pepper,_bell___healthy_01468dda-44f3-4de8-8aed-948bcc29b719___JR_HL 8704.JPG",saudavel,0.9685
"Pepper,_bell___healthy_01482fdd-5dfd-4190-bbc0-6189a3161fae___JR_HL 7983.JPG",saudavel,0.9756
"Pepper,_bell___healthy_016c8a9f-8eab-41b2-bb4b-0eb6ed0b2a7d___JR_HL 8591.JPG",saudavel,0.6486
"Pepper,_bell___healthy_016ed5ad-be29-4e9d-8ae5-069a016b1327___JR_HL 8536.JPG",saudavel,0.7265
"Pepper,_bell___healthy_01d03cb9-4505-458c-a6dc-648dedccd71a___JR_HL 8474.JPG",saudavel,0.8769
"Pepper,_bell___healthy_01d03cb9-4505-458c-a6dc-648dedccd71a___JR_HL 8474_flipTB.JPG",saudavel,0.8475
"Pepper,_bell___healthy_01d03cb9-4505-458c-a6dc-648dedccd71a___JR_HL 8474_new30degFlipLR.JPG",saudavel,0.9788
"Pepper,_bell___healthy_01d03cb9-4505-458c-a6dc-648dedccd71a___JR_HL 8474_newPixel25.JPG",doente,0.5882
"Pepper,_bell___healthy_01dd93b0-0e34-447b-87ea-ccc9f2b62d03___JR_HL 8005.JPG",saudavel,0.7446
"Pepper,_bell___healthy_01dd93b0-0e34-447b-87ea-ccc9f2b62d03___JR_HL 8005_180deg.JPG",saudavel,0.9227
"Pepper,_bell___healthy_01dd93b0-0e34-447b-87ea-ccc9f2b62d03___JR_HL 8005_flipTB.JPG",saudavel,0.9483
"Pepper,_bell___healthy_01dd93b0-0e34-447b-87ea-ccc9f2b62d03___JR_HL 8005_new30degFlipLR.JPG",saudavel,0.9712
"Pepper,_bell___healthy_01dd93b0-0e34-447b-87ea-ccc9f2b62d03___JR_HL 8005_newPixel25.JPG",saudavel,0.8583
"Pepper,_bell___healthy_01fbd010-0cc1-4c48-98bc-49e328bf9bbc___JR_HL 8584.JPG",saudavel,0.9439
"Pepper,_bell___healthy_01fbd010-0cc1-4c48-98bc-49e328bf9bbc___JR_HL 8584_180deg.JPG",saudavel,0.9331
"Pepper,_bell___healthy_01fbd010-0cc1-4c48-98bc-49e328bf9bbc___JR_HL 8584_flipTB.JPG",saudavel,0.8831
"Pepper,_bell___healthy_01fbd010-0cc1-4c48-98bc-49e328bf9bbc___JR_HL 8584_new30degFlipLR.JPG",saudavel,0.9798
"Pepper,_bell___healthy_01fbd010-0cc1-4c48-98bc-49e328bf9bbc___JR_HL 8584_newPixel25.JPG",saudavel,0.7949
"Pepper,_bell___healthy_023563f1-a71a-433d-aefc-d6c7aef8e9eb___JR_HL 8067.JPG",saudavel,0.7033
"Pepper,_bell___healthy_023f9133-6194-41d5-b4b0-e82821bda698___JR_HL 5884.JPG",saudavel,0.6795
"Pepper,_bell___healthy_02a7d2e5-9169-4856-9683-d4fa9894e012___JR_HL 8002_flipTB.JPG",saudavel,0.9175
"Pepper,_bell___healthy_02a7d2e5-9169-4856-9683-d4fa9894e012___JR_HL 8002_new30degFlipLR.JPG",saudavel,0.9305
"Pepper,_bell___healthy_030eee8e-5db2-4596-8ebc-6ab9b2fec504___JR_HL 5993.JPG",saudavel,0.9362
"Pepper,_bell___healthy_031f6e91-afc0-48c2-8989-a2ce770549d5___JR_HL 7911.JPG",saudavel,0.9798
"Pepper,_bell___healthy_03396fd1-be05-40a7-81b2-67000e77d479___JR_HL 8721.JPG",saudavel,0.8151
"Pepper,_bell___healthy_035746b5-cbe6-4e5d-9c3a-4bfc5c6cf5a1___JR_HL 7728.JPG",doente,0.5406
"Pepper,_bell___healthy_0367e017-cabb-41e5-9777-79b3c7c9177a___JR_HL 7814.JPG",doente,0.8092
"Pepper,_bell___healthy_036a4558-093c-4317-a9df-742fdfef335a___JR_HL 8310.JPG",saudavel,0.9176
"Pepper,_bell___healthy_0379e766-3bb9-4d00-8600-7d818a4b2ebf___JR_HL 7769.JPG",saudavel,0.7112
"Pepper,_bell___healthy_03a4f6f6-9c17-4310-921b-5dbf97df630a___JR_HL 8571.JPG",saudavel,0.7983
"Pepper,_bell___healthy_03a4f6f6-9c17-4310-921b-5dbf97df630a___JR_HL 8571_flipTB.JPG",saudavel,0.6274
"Pepper,_bell___healthy_03a4f6f6-9c17-4310-921b-5dbf97df630a___JR_HL 8571_new30degFlipLR.JPG",saudavel,0.9783
"Pepper,_bell___healthy_03a4f6f6-9c17-4310-921b-5dbf97df630a___JR_HL 8571_newPixel25.JPG",saudavel,0.7794
"Pepper,_bell___healthy_03ab4bf1-bae1-4031-ac4d-14e43a29c397___JR_HL 8013.JPG",doente,0.7985
"Pepper,_bell___healthy_03ab4bf1-bae1-4031-ac4d-14e43a29c397___JR_HL 8013_180deg.JPG",doente,0.5092
"Pepper,_bell___healthy_03ab4bf1-bae1-4031-ac4d-14e43a29c397___JR_HL 8013_flipTB.JPG",doente,0.5758
"Pepper,_bell___healthy_03ab4bf1-bae1-4031-ac4d-14e43a29c397___JR_HL 8013_newPixel25.JPG",doente,0.9816
"Pepper,_bell___healthy_03c966a7-ac9e-4c8e-965a-6c0e7289a0e8___JR_HL 8509.JPG",saudavel,0.8546
"Pepper,_bell___healthy_03c966a7-ac9e-4c8e-965a-6c0e7289a0e8___JR_HL 8509_180deg.JPG",saudavel,0.9498
"Pepper,_bell___healthy_03c966a7-ac9e-4c8e-965a-6c0e7289a0e8___JR_HL 8509_newPixel25.JPG",doente,0.5328
"Pepper,_bell___healthy_03e8ce3f-9bb5-481c-945b-1fa7d5da09e3___JR_HL 7583.JPG",saudavel,0.8673
"Pepper,_bell___healthy_03e8ce3f-9bb5-481c-945b-1fa7d5da09e3___JR_HL 7583_180deg.JPG",saudavel,0.7919
"Pepper,_bell___healthy_03e8ce3f-9bb5-481c-945b-1fa7d5da09e3___JR_HL 7583_flipTB.JPG",saudavel,0.8115
Potato___healthy_00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864.JPG,saudavel,0.8329
Potato___healthy_00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_270deg.JPG,saudavel,0.6459
Potato___healthy_00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_90deg.JPG,saudavel,0.9066
Potato___healthy_00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_flipTB.JPG,saudavel,0.7477
Potato___healthy_00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_new200degFlipLR.JPG,saudavel,0.9826
Potato___healthy_00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_new200degFlipTB.JPG,saudavel,0.9809
Potato___healthy_00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_new30degFlipLR.JPG,saudavel,0.9802
Potato___healthy_00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_new30degFlipTB.JPG,saudavel,0.9803
Potato___healthy_00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_new90degFlipLR.JPG,saudavel,0.9273
Potato___healthy_03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830.JPG,saudavel,0.8231
Potato___healthy_03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_180deg.JPG,saudavel,0.6403
Potato___healthy_03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_270deg.JPG,saudavel,0.95
Potato___healthy_03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_90deg.JPG,saudavel,0.9249
Potato___healthy_03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_flipLR.JPG,saudavel,0.8527
Potato___healthy_03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_flipTB.JPG,saudavel,0.6297
Potato___healthy_03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_new200degFlipLR.JPG,saudavel,0.814
Potato___healthy_03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_new200degFlipTB.JPG,saudavel,0.9657
Potato___healthy_03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_new30degFlipTB.JPG,saudavel,0.8741
Potato___healthy_03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_new90degFlipTB.JPG,saudavel,0.9081
Potato___healthy_03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_newGGR.JPG,saudavel,0.9099
Potato___healthy_03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_newGRR.JPG,saudavel,0.8331
Potato___healthy_04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930.JPG,saudavel,0.9123
Potato___healthy_04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_180deg.JPG,saudavel,0.98
Potato___healthy_04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_270deg.JPG,saudavel,0.9271
Potato___healthy_04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_flipLR.JPG,saudavel,0.9064
Potato___healthy_04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_flipTB.JPG,saudavel,0.9562
Potato___healthy_04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_new200degFlipLR.JPG,saudavel,0.9978
Potato___healthy_04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_new200degFlipTB.JPG,saudavel,0.9978
Potato___healthy_04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_new30degFlipLR.JPG,saudavel,0.9941
Potato___healthy_04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_new30degFlipTB.JPG,saudavel,0.9942
Potato___healthy_04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_new90degFlipLR.JPG,saudavel,0.8529
Potato___healthy_04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_new90degFlipTB.JPG,saudavel,0.9646
Potato___healthy_04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_newGGR.JPG,saudavel,0.951
Potato___healthy_04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_newGRR.JPG,saudavel,0.9546
Potato___healthy_04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_newPixel25.JPG,saudavel,0.9833
Potato___healthy_046641c1-f837-49eb-b5f2-4109910a027c___RS_HL 1878.JPG,saudavel,0.7387
Potato___healthy_046641c1-f837-49eb-b5f2-4109910a027c___RS_HL 1878_180deg.JPG,saudavel,0.7879
Potato___healthy_046641c1-f837-49eb-b5f2-4109910a027c___RS_HL 1878_270deg.JPG,saudavel,0.9224
Potato___healthy_046641c1-f837-49eb-b5f2-4109910a027c___RS_HL 1878_90deg.JPG,saudavel,0.9534
Potato___healthy_046641c1-f837-49eb-b5f2-4109910a027c___RS_HL 1878_flipLR.JPG,saudavel,0.8815
Potato___healthy_046641c1-f837-49eb-b5f2-4109910a027c___RS_HL 1878_flipTB.JPG,saudavel,0.8046
Potato___healthy_046641c1-f837-49eb-b5f2-4109910a027c___RS_HL 1878_new200degFlipLR.JPG,saudavel,0.9913
Potato___healthy_046641c1-f837-49eb-b5f2-4109910a027c___RS_HL 1878_new200degFlipTB.JPG,saudavel,0.9905
Potato___healthy_046641c1-f837-49eb-b5f2-4109910a027c___RS_HL 1878_new30degFlipTB.JPG,saudavel,0.988
Potato___healthy_046641c1-f837-49eb-b5f2-4109910a027c___RS_HL 1878_new90degFlipLR.JPG,saudavel,0.9789
Potato___healthy_046641c1-f837-49eb-b5f2-4109910a027c___RS_HL 1878_new90degFlipTB.JPG,saudavel,0.9141
Potato___healthy_046641c1-f837-49eb-b5f2-4109910a027c___RS_HL 1878_newGGR.JPG,saudavel,0.8584
Potato___healthy_046641c1-f837-49eb-b5f2-4109910a027c___RS_HL 1878_newGRR.JPG,saudavel,0.7777
Potato___healthy_046641c1-f837-49eb-b5f2-4109910a027c___RS_HL 1878_newPixel25.JPG,saudavel,0.9557
Potato___healthy_07dfb451-4378-49d1-b699-33a5fc49ff07___RS_HL 5399_180deg.JPG,doente,0.707
Raspberry___healthy_00a3fc0e-64cc-4e35-ac2f-aef04fda9b22___Mary_HL 9177.JPG,saudavel,0.7385
Raspberry___healthy_00a3fc0e-64cc-4e35-ac2f-aef04fda9b22___Mary_HL 9177_180deg.JPG,saudavel,0.9876
Raspberry___healthy_00a3fc0e-64cc-4e35-ac2f-aef04fda9b22___Mary_HL 9177_270deg.JPG,saudavel,0.9679
Raspberry___healthy_00a3fc0e-64cc-4e35-ac2f-aef04fda9b22___Mary_HL 9177_90deg.JPG,saudavel,0.9504
Raspberry___healthy_00a3fc0e-64cc-4e35-ac2f-aef04fda9b22___Mary_HL 9177_newPixel25.JPG,saudavel,0.7024
Raspberry___healthy_020e14fb-6016-4d7f-b489-445e0021b58e___Mary_HL 6324_270deg.JPG,saudavel,0.9839
Raspberry___healthy_020e14fb-6016-4d7f-b489-445e0021b58e___Mary_HL 6324_new30degFlipLR.JPG,saudavel,0.9952
Raspberry___healthy_03a615df-ed85-4ae6-8b41-d5b4c980b76b___Mary_HL 6366.JPG,saudavel,0.9936
Raspberry___healthy_03a615df-ed85-4ae6-8b41-d5b4c980b76b___Mary_HL 6366_180deg.JPG,saudavel,0.9972
Raspberry___healthy_03a615df-ed85-4ae6-8b41-d5b4c980b76b___Mary_HL 6366_270deg.JPG,saudavel,0.9928
Raspberry___healthy_03a615df-ed85-4ae6-8b41-d5b4c980b76b___Mary_HL 6366_90deg.JPG,saudavel,0.9823
Raspberry___healthy_03a615df-ed85-4ae6-8b41-d5b4c980b76b___Mary_HL 6366_new30degFlipLR.JPG,saudavel,0.998
Raspberry___healthy_03a615df-ed85-4ae6-8b41-d5b4c980b76b___Mary_HL 6366_newPixel25.JPG,saudavel,0.9834
Raspberry___healthy_04908211-66c9-42f8-a9b1-9d29a686f131___Mary_HL 9175_180deg.JPG,saudavel,0.9652
Raspberry___healthy_04908211-66c9-42f8-a9b1-9d29a686f131___Mary_HL 9175_90deg.JPG,saudavel,0.9093
Raspberry___healthy_05a9ae7e-468f-4cb6-add5-860ace895d3a___Mary_HL 6359_270deg.JPG,saudavel,0.999
Raspberry___healthy_05a9ae7e-468f-4cb6-add5-860ace895d3a___Mary_HL 6359_90deg.JPG,saudavel,0.9973
Raspberry___healthy_05a9ae7e-468f-4cb6-add5-860ace895d3a___Mary_HL 6359_new30degFlipLR.JPG,saudavel,0.9994
Raspberry___healthy_05a9ae7e-468f-4cb6-add5-860ace895d3a___Mary_HL 6359_newPixel25.JPG,saudavel,0.9689
Raspberry___healthy_05dfc382-396a-4301-b940-7d1098feba11___Mary_HL 6358_180deg.JPG,saudavel,0.9984
Raspberry___healthy_05dfc382-396a-4301-b940-7d1098feba11___Mary_HL 6358_270deg.JPG,saudavel,0.9966
Raspberry___healthy_05dfc382-396a-4301-b940-7d1098feba11___Mary_HL 6358_90deg.JPG,saudavel,0.9877
Raspberry___healthy_05dfc382-396a-4301-b940-7d1098feba11___Mary_HL 6358_new30degFlipLR.JPG,saudavel,0.9997
Raspberry___healthy_05dfc382-396a-4301-b940-7d1098feba11___Mary_HL 6358_newPixel25.JPG,saudavel,0.9936
Raspberry___healthy_05f26de9-3f26-44f8-9ad4-cd83952399b3___Mary_HL 9140_180deg.JPG,saudavel,0.9936
Raspberry___healthy_05f26de9-3f26-44f8-9ad4-cd83952399b3___Mary_HL 9140_90deg.JPG,saudavel,0.9971
Raspberry___healthy_05f26de9-3f26-44f8-9ad4-cd83952399b3___Mary_HL 9140_new30degFlipLR.JPG,saudavel,0.9904
Raspberry___healthy_06959ec3-a76b-4968-b64b-ad874b958fc7___Mary_HL 6323.JPG,saudavel,0.9819
Raspberry___healthy_06959ec3-a76b-4968-b64b-ad874b958fc7___Mary_HL 6323_180deg.JPG,saudavel,0.9889
Raspberry___healthy_06959ec3-a76b-4968-b64b-ad874b958fc7___Mary_HL 6323_270deg.JPG,saudavel,0.9705
Raspberry___healthy_06959ec3-a76b-4968-b64b-ad874b958fc7___Mary_HL 6323_90deg.JPG,saudavel,0.997
Raspberry___healthy_06959ec3-a76b-4968-b64b-ad874b958fc7___Mary_HL 6323_new30degFlipLR.JPG,saudavel,0.9954
Raspberry___healthy_06959ec3-a76b-4968-b64b-ad874b958fc7___Mary_HL 6323_newPixel25.JPG,saudavel,0.9858
Raspberry___healthy_076d909d-cfca-47ce-a8d1-479bb77c4bab___Mary_HL 6294.JPG,saudavel,0.9625
Raspberry___healthy_076d909d-cfca-47ce-a8d1-479bb77c4bab___Mary_HL 6294_180deg.JPG,saudavel,0.9919
Raspberry___healthy_076d909d-cfca-47ce-a8d1-479bb77c4bab___Mary_HL 6294_270deg.JPG,saudavel,0.996
Raspberry___healthy_076d909d-cfca-47ce-a8d1-479bb77c4bab___Mary_HL 6294_new30degFlipLR.JPG,saudavel,0.9921
Raspberry___healthy_076d909d-cfca-47ce-a8d1-479bb77c4bab___Mary_HL 6294_newPixel25.JPG,saudavel,0.8252
Raspberry___healthy_07871e60-96ce-45fb-b531-90df862bb29f___Mary_HL 9207.JPG,saudavel,0.9106
Raspberry___healthy_07871e60-96ce-45fb-b531-90df862bb29f___Mary_HL 9207_180deg.JPG,saudavel,0.9841
Raspberry___healthy_07871e60-96ce-45fb-b531-90df862bb29f___Mary_HL 9207_270deg.JPG,saudavel,0.9969
Raspberry___healthy_07871e60-96ce-45fb-b531-90df862bb29f___Mary_HL 9207_90deg.JPG,saudavel,0.9773
Raspberry___healthy_07871e60-96ce-45fb-b531-90df862bb29f___Mary_HL 9207_new30degFlipLR.JPG,saudavel,0.993
Raspberry___healthy_07871e60-96ce-45fb-b531-90df862bb29f___Mary_HL 9207_newPixel25.JPG,saudavel,0.9594
Raspberry___healthy_07ae07d1-118d-48a9-ad13-ff5856b6ad25___Mary_HL 6393.JPG,saudavel,0.8804
Raspberry___healthy_07ae07d1-118d-48a9-ad13-ff5856b6ad25___Mary_HL 6393_180deg.JPG,saudavel,0.9786
Raspberry___healthy_07ae07d1-118d-48a9-ad13-ff5856b6ad25___Mary_HL 6393_270deg.JPG,saudavel,0.9561
Raspberry___healthy_07ae07d1-118d-48a9-ad13-ff5856b6ad25___Mary_HL 6393_90deg.JPG,saudavel,0.9742
Raspberry___healthy_07ae07d1-118d-48a9-ad13-ff5856b6ad25___Mary_HL 6393_new30degFlipLR.JPG,saudavel,0.9978
Raspberry___healthy_09f1efaf-76ba-419c-a993-2bc1b195a5b4___Mary_HL 9255_180deg.JPG,saudavel,0.8079
Soybean___healthy_007734dd-ed98-4b69-b489-f7f98f18f065___RS_HL 2864.JPG,saudavel,0.9118
Soybean___healthy_015222e7-d0cc-4f39-9291-81e56d218db0___RS_HL 5289.JPG,saudavel,0.9827
Soybean___healthy_018149f9-81fa-46fd-a35d-ee3618b4effc___RS_HL 3091.JPG,saudavel,0.9362
Soybean___healthy_0203831c-0625-41e8-a449-1caed155388d___RS_HL 6254.JPG,saudavel,0.9906
Soybean___healthy_027550eb-0031-459c-a56b-b702d62a9571___RS_HL 4321.JPG,saudavel,0.5535
Soybean___healthy_029201ad-36b4-41ad-ba0e-2a4b1c8f79ad___RS_HL 4814.JPG,saudavel,0.9208
Soybean___healthy_033724be-ffca-44a6-b97c-abb8852ee628___RS_HL 4237.JPG,doente,0.8405
